CAS:84905-01-1:type:CHEMICAL	1,7-Diazabicyclo(5.4.3)tetradecane|1,7-Diazabicyclo(5.4.3)tetradecane|
CAS:84905-00-0:type:CHEMICAL	1,7-Diazabicyclo(5.5.2)tetradecane|1,7-Diazabicyclo(5.5.2)tetradecane|
CAS:84904-99-4:type:CHEMICAL	1,7-Diazabicyclo(5.4.2)tridecane|1,7-Diazabicyclo(5.4.2)tridecane|
CAS:84904-98-3:type:CHEMICAL	1,7-Diazabicyclo(5.3.3)tridecane|1,7-Diazabicyclo(5.3.3)tridecane|
CAS:84904-97-2:type:CHEMICAL	1,7-Diazabicyclo(5.3.2)dodecane|1,7-Diazabicyclo(5.3.2)dodecane|
CAS:84902-97-6:type:CHEMICAL	tert-Butyloxycarbonyl-2-aminoisobutyryl-prolyl-prolyl-methylamide|tert-Butyloxycarbonyl-2-aminoisobutyryl-prolyl-prolyl-methylamide|L-Prolinamide, N-((1,1-dimethylethoxy)carbonyl)-2-methylalanyl-L-prolyl-N-methyl-|Boc-aib-pro-pro-nhme|N-((1,1-dimethylethoxy)carbonyl)-2-methylalanyl-L-prolyl-N-methyl-L-Prolinamide|
CAS:84901-45-1:type:CHEMICAL	Doliracetam|Doliracetam|C16-H14-N2-O2|
CAS:84901-28-0:type:CHEMICAL	Triethyl(3-(triethoxysilyl)propyl)ammonium chloride|Triethyl(3-(triethoxysilyl)propyl)ammonium chloride|C15-H36-N-O3-Si.Cl|EINECS 284-464-1|
CAS:84901-27-9:type:CHEMICAL	Triethoxysilylpropyltrimethylammonium chloride|Triethoxysilylpropyltrimethylammonium chloride|C12-H30-N-O3-Si.Cl|EINECS 284-463-6|
CAS:84897-09-6:type:CHEMICAL	Lanost-7-en-18-oic acid, 23-(acetyloxy)-20-hydroxy-3-((O-3-O-methyl-beta-D-glucopyranosyl-(1-&gt;3)-O-beta-D-xylopyranosyl-(1-&gt;4)-O-6-deoxy-beta-D-glucopyranosyl-(1-&gt;2)-beta-D-xylopyranosyl)oxy)-,gamma-lactone, (3beta,23S)-|Lanost-7-en-18-oic acid, 23-(acetyloxy)-20-hydroxy-3-((O-3-O-methyl-beta-D-glucopyranosyl-(1-&gt;3)-O-beta-D-xylopyranosyl-(1-&gt;4)-O-6-deoxy-beta-D-glucopyranosyl-(1-&gt;2)-beta-D-xylopyranosyl)oxy)-,gamma-lactone, (3beta,23S)-|
CAS:84897-06-3:type:CHEMICAL	Urea, N-(4-fluoro-3-((trifluoromethyl)thio)phenyl)-N'-(2-hydroxy-1,1-bis(hydroxymethyl)ethyl)-|Urea, N-(4-fluoro-3-((trifluoromethyl)thio)phenyl)-N'-(2-hydroxy-1,1-bis(hydroxymethyl)ethyl)-|C12-H14-F4-N2-O4-S|N-(4-Fluoro-3-((trifluoromethyl)thio)phenyl)-N'-(2-hydroxy-1,1-bis(hydroxymethyl)ethyl)urea|N-(4-fluoro-3-((trifluoromethyl)thio)phenyl)-N'-(2-hydroxy-1,1-bis(hydroxymethyl)ethyl)-Urea|
CAS:84896-44-6:type:CHEMICAL	Diisotridecyl 3,3'-((dibutylstannylene)bis(thio))dipropionate|Diisotridecyl 3,3'-((dibutylstannylene)bis(thio))dipropionate|C40-H80-O4-S2-Sn|Propanoic acid, 3,3'-((dibutylstannylene)bis(thio))bis-, diisotridecyl ester|EINECS 284-461-5|
CAS:84893-93-6:type:CHEMICAL	7,9a-Methano-9aH-cyclopenta(b)heptalene-2,4,8,11,11a,12(1H)-hexol, dodecahydro-1,1,4,8-tetramethyl-, 12-lactate, (2S,3as,4R,4ar,7R,8R,9as,11R,12R)-|7,9a-Methano-9aH-cyclopenta(b)heptalene-2,4,8,11,11a,12(1H)-hexol, dodecahydro-1,1,4,8-tetramethyl-, 12-lactate, (2S,3as,4R,4ar,7R,8R,9as,11R,12R)-|C24-H39-O8|
CAS:84890-90-4:type:CHEMICAL	Antibiotic K 4|Antibiotic K 4|L-Phenylalaninamide, N-methyl-L-valyl-N-(2-(4-hydroxyphenyl)-1-phosphonoethyl)-, (R)-|I5-B1|I5B1|K 4|K-4|
CAS:84890-27-7:type:CHEMICAL	5,12-Naphthacenedione, 10-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-8-(1-((4-methyl-1-piperazinyl)imino)ethyl)-, (8S-cis)-|5,12-Naphthacenedione, 10-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-8-(1-((4-methyl-1-piperazinyl)imino)ethyl)-, (8S-cis)-|C32-H40-N4-O9|
CAS:84889-92-9:type:CHEMICAL	2,4(1H,3H)-Pyrimidinedione, 1-(5-((6-chloro-2-methoxy-9-acridinyl)amino)pentyl)-5-methyl-|2,4(1H,3H)-Pyrimidinedione, 1-(5-((6-chloro-2-methoxy-9-acridinyl)amino)pentyl)-5-methyl-|C24-H25-Cl-N4-O3|1-(5-((6-chloro-2-methoxy-9-acridinyl)amino)pentyl)-5-methyl-2,4(1H,3H)-Pyrimidinedione|
CAS:84888-75-5:type:CHEMICAL	2-Methylcysteinesulfinic acid|2-Methylcysteinesulfinic acid|C4-H9-N-O4-S|Alanine, 2-methyl-3-sulfino-|alpha-Methylcysteinesulfinic acid|2-methyl-3-sulfino-Alanine|
CAS:84888-65-3:type:CHEMICAL	N-Methyldehydroalanine|N-Methyldehydroalanine|2-Propenoic acid, 2-(methylamino)-|2-(methylamino)-2-Propenoic acid|
CAS:84888-30-2:type:CHEMICAL	N-tert-Butyloxycarbonyl-S-9-fluorenylmethylcysteine 4-nitrophenyl ester|N-tert-Butyloxycarbonyl-S-9-fluorenylmethylcysteine 4-nitrophenyl ester|L-Cysteine, N-((1,1-dimethylethoxy)carbonyl)-S-(9H-fluoren-9-ylmethyl)-, 4-nitrophenyl ester|Bcfm-cys-pnpe|N-tert-Butyloxycarbonyl-S-9-fluorenylmethyl-L-cysteine p-nitrophenyl ester|
CAS:84962-44-7:type:CHEMICAL	Methyl 3-oxo-2-pentylidenecyclopentaneacetate|Methyl 3-oxo-2-pentylidenecyclopentaneacetate|C13-H20-O3|EINECS 284-741-7|
CAS:84961-85-3:type:CHEMICAL	Chromate(3-), bis(2-(hydroxy-kappaO)-5-nitro-3-(2-(2-(oxo-kappaO)-1-((phenylamino)carbonyl)propyl)diazenyl-kappaN1)benzenesulfonato(3-))-, compd. with 3-((2-ethylhexyl)oxy)-1-propanamine|Chromate(3-), bis(2-(hydroxy-kappaO)-5-nitro-3-(2-(2-(oxo-kappaO)-1-((phenylamino)carbonyl)propyl)diazenyl-kappaN1)benzenesulfonato(3-))-, compd. with 3-((2-ethylhexyl)oxy)-1-propanamine|C32-H22-Cr-N8-O16-S2.C11-H25-N-O.3H|Chromate(3-), bis(2-hydroxy-5-nitro-3-((2-oxo-1-((phenylamina)carbonyl)propyl)azo)benzenesulfonato(3-)) -, compd. with 3-((2-ethylhexyl)oxy)-1-propanamine|Chromate(3-), bis(2-hydroxy-5-nitro-3-((2-oxo-1-((phenylamino)carbonyl)propyl)azo)benzenesulfonato(3-)) -, compd. with 3-((2-ethylhexyl)oxy)-1-propanamine|EINECS 284-676-4|
CAS:84958-36-1:type:CHEMICAL	4-Ethenylideneandrostane-3,17-diol|4-Ethenylideneandrostane-3,17-diol|Androstane-3,17-diol, 4-ethenylidene-, (3beta,5alpha,17beta)-|4-EDAD|4-Ethenylidene-5alpha-androstane-3beta,17beta-diol|
CAS:84958-35-0:type:CHEMICAL	4-Ethenylideneandrostane-3,17-dione|4-Ethenylideneandrostane-3,17-dione|Androstane-3,17-dione, 4-ethenylidene-, (5alpha)-|4-EAAD|4-Ethenylidene-5alpha-androstane-3,17-dione|
CAS:84957-89-1:type:CHEMICAL	Acc 7513|Acc 7513|C19-H25-N-O5|Ethanamine, N-(2-(2,6-dimethoxyphenoxy)ethyl)-2-(2-methoxyphenoxy)-|Acc-7513|N-(2-(2,6-Dimethoxyphenoxy)ethyl)-2-(2-methoxyphenoxy)ethanaminium chloride|N-(2-(2,6-dimethoxyphenoxy)ethyl)-2-(2-methoxyphenoxy)-Ethanamine|
CAS:84957-30-2:type:CHEMICAL	Cefquinome|Cefquinome|C23-H24-N6-O5-S2|Cefquinoma|Cefquinomum|Cobactan [veterinary]|C23H24N6O5S2|
CAS:84954-92-7:type:CHEMICAL	beta-D-Glucopyranoside, (2E)-3-phenyl-2-propenyl 6-O-alpha-L-arabinopyranosyl-|beta-D-Glucopyranoside, (2E)-3-phenyl-2-propenyl 6-O-alpha-L-arabinopyranosyl-|(2E)-3-phenyl-2-propenyl 6-O-alpha-L-arabinopyranosyl-beta-D-Glucopyranoside|
CAS:84954-89-2:type:CHEMICAL	1,2,4,5-1',2',4',5'-(2.2.2.2)-Cyclooctatetraenocyclophane|1,2,4,5-1',2',4',5'-(2.2.2.2)-Cyclooctatetraenocyclophane|
CAS:84954-88-1:type:CHEMICAL	Tricyclo(8.2.2.24,7)octadeca-4,6,10,12,13,15,17-heptaene|Tricyclo(8.2.2.24,7)octadeca-4,6,10,12,13,15,17-heptaene|C18-H18|
CAS:84954-86-9:type:CHEMICAL	Propanamide, N-(3,4-dichlorophenyl)-2-methyl-N-1-propenyl-|Propanamide, N-(3,4-dichlorophenyl)-2-methyl-N-1-propenyl-|N-(3,4-dichlorophenyl)-2-methyl-N-1-propenyl-Propanamide|
CAS:84953-77-5:type:CHEMICAL	Argipressin (4-9), (3-1')-disulfide cys(6)-|Argipressin (4-9), (3-1')-disulfide cys(6)-|C28-H46-N12-O10-S2|Glycinamide, 5-oxo-L-prolyl-L-asparaginyl-L-cysteinyl-L-prolyl-L-arginyl-, (3-1')-disulfide with L-cysteine|Arginine vasopressin (4-9), (3-1')-disulfide cys(6)-|Argipressin (4-9), (3-1')-disulfide cysteine(6)-|(3-1')-Disulfide 6-cys-argipressin (4-9)|5-Oxo-L-prolyl-L-asparaginyl-L-cysteinyl-L-prolyl-L-arginylglycinamide (3-1')-disulfide with L-cysteine|Pglu-asn-cys(cys)-pro-arg-gly-NH2|(Pglu(4),cyt(6))avp(4-9)|Vasopressin metabolite neuropeptide|(3-1')-disulfide cys(6)-Argipressin (4-9)|(3-1')-disulfide cys(6)-Arginine vasopressin (4-9)|(3-1')-disulfide cysteine(6)-Argipressin (4-9)|
CAS:84953-76-4:type:CHEMICAL	Argipressin (3-9), (4-1')-disulfide cys(6)-|Argipressin (3-9), (4-1')-disulfide cys(6)-|C37-H58-N14-O11.S2|Glycinamide, L-phenylalanyl-L-glutaminyl-L-asparaginyl-L-cysteinyl-L-prolyl-L-arginyl-, (4-1')-disulfide with L-cysteine|Agripressin (3-9), (4-1')-disulfide cysteine(6)-|Arginine vasopressin (3-9), (4-1')-disulfide cys(6)-|Cyt(6)-avp(3-9)|(4-1')-Disulfide 6-cys-argipressin (3-9)|(4-1')-disulfide cys(6)-Argipressin (3-9)|(4-1')-disulfide cysteine(6)-Agripressin (3-9)|(4-1')-disulfide cys(6)-Arginine vasopressin (3-9)|
CAS:84952-27-2:type:CHEMICAL	2-(2-(tert-Butylamino)-1-hydroxyethyl)-7-benzofuranyl methyl ketone|2-(2-(tert-Butylamino)-1-hydroxyethyl)-7-benzofuranyl methyl ketone|C16-H21-N-O3|Ethanone, 1-(2-(2-((1,1-dimethylethyl)amino)-1-hydroxyethyl)-7-benzofuranyl)-, (+)-|2-Tbhbmk|
CAS:84950-80-1:type:CHEMICAL	Imidazo(2,1-b)thiazole-2-carboxamide, 5,6-dihydro-N-(3,4-dichlorophenyl)-3-methyl-, monohydrochloride|Imidazo(2,1-b)thiazole-2-carboxamide, 5,6-dihydro-N-(3,4-dichlorophenyl)-3-methyl-, monohydrochloride|C13-H11-Cl2-N3-O-S.Cl-H|2-(3,4-Dichlorophenylcarbamoyl)-3-methyl-5,6-dihydroimidazo(2,1-b)thiazole hydrochloride|
CAS:84946-22-5:type:CHEMICAL	4-Fluorophenyl 1-(2-isothiocyanatoethyl)piperidin-4-yl ketone|4-Fluorophenyl 1-(2-isothiocyanatoethyl)piperidin-4-yl ketone|C15-H17-F-N2-O-S|EINECS 284-626-1|
CAS:84946-21-4:type:CHEMICAL	N-(2-Chloroethyl)-2-nitrobenzamide|N-(2-Chloroethyl)-2-nitrobenzamide|C9-H9-Cl-N2-O3|EINECS 284-625-6|
CAS:84946-20-3:type:CHEMICAL	2-Chloro-1-((4-fluorophenyl)methyl)-1H-benzimidazole|2-Chloro-1-((4-fluorophenyl)methyl)-1H-benzimidazole|C14-H10-Cl-F-N2|EINECS 284-624-0|
CAS:84946-19-0:type:CHEMICAL	2-((Bis(4-fluorophenyl)methyl)amino)ethanol|2-((Bis(4-fluorophenyl)methyl)amino)ethanol|C15-H15-F2-N-O|EINECS 284-623-5|
CAS:84946-16-7:type:CHEMICAL	4-Amino-5-chloro-2-methoxy-N-(3-methoxy-4-piperidyl)benzamide|4-Amino-5-chloro-2-methoxy-N-(3-methoxy-4-piperidyl)benzamide|C14-H20-Cl-N3-O3|EINECS 284-619-3|
CAS:84946-15-6:type:CHEMICAL	3-(4-Fluorophenoxy)propionaldehyde|3-(4-Fluorophenoxy)propionaldehyde|C9-H9-F-O2|EINECS 284-618-8|
CAS:84946-14-5:type:CHEMICAL	N-(2-Hydroxyethyl)-2-nitrobenzamide|N-(2-Hydroxyethyl)-2-nitrobenzamide|C9-H10-N2-O4|EINECS 284-617-2|
CAS:84946-13-4:type:CHEMICAL	Ethyl (2-((2-bromoethyl)aminocarbonyl)phenyl)carbamate|Ethyl (2-((2-bromoethyl)aminocarbonyl)phenyl)carbamate|C12-H15-Br-N2-O3|EINECS 284-616-7|
CAS:84946-12-3:type:CHEMICAL	Ethyl (2-((2-chloroethyl)aminocarbonyl)phenyl)carbamate|Ethyl (2-((2-chloroethyl)aminocarbonyl)phenyl)carbamate|C12-H15-Cl-N2-O3|EINECS 284-615-1|
CAS:84946-11-2:type:CHEMICAL	Sodium methyl 1,2,5,6-tetrahydro-1-(2-(4-methoxyphenyl)ethyl)-4-oxidonicotinate|Sodium methyl 1,2,5,6-tetrahydro-1-(2-(4-methoxyphenyl)ethyl)-4-oxidonicotinate|C16-H21-N-O4.Na|EINECS 284-614-6|
CAS:84946-10-1:type:CHEMICAL	2-(2,4-Dichlorophenyl)-2-methyl-1,3-dioxolane|2-(2,4-Dichlorophenyl)-2-methyl-1,3-dioxolane|C10-H10-Cl2-O2|EINECS 284-613-0|
CAS:84946-01-0:type:CHEMICAL	N-Ethyl-N',N''-bis(isopropyl)-1,3,5-triazine-2,4,6-triamine|N-Ethyl-N',N''-bis(isopropyl)-1,3,5-triazine-2,4,6-triamine|C11-H22-N6|EINECS 284-603-6|
CAS:84946-00-9:type:CHEMICAL	4,6-Dichloro-N,N-dihexyl-1,3,5-triazin-2-amine|4,6-Dichloro-N,N-dihexyl-1,3,5-triazin-2-amine|C15-H26-Cl2-N4|EINECS 284-602-0|
CAS:84943-68-0:type:CHEMICAL	1-Azabicyclo(4.2.0)octane, homopolymer, compd. with iodomethane|1-Azabicyclo(4.2.0)octane, homopolymer, compd. with iodomethane|(C7-H13-N)mult-.x-C-H3-I|Homopolymer 1-azabicyclo(4.2.0)octane compd. with iodomethane|Methane, iodo-, compd. with 1-azabicyclo(4.2.0)octane homopolymer|
CAS:84940-23-8:type:CHEMICAL	9b-(4-Methoxyphenyl)-2,3-dihydro(1,3)oxazolo(2,3-a)isoindol-5(9bH)-one|9b-(4-Methoxyphenyl)-2,3-dihydro(1,3)oxazolo(2,3-a)isoindol-5(9bH)-one|C17-H15-N-O3|NSC 372875|
CAS:84937-49-5:type:CHEMICAL	Spergualin-15-phosphate|Spergualin-15-phosphate|Heptanamide, 7-((aminoiminomethyl)amino)-N-(2-((4-((3-aminopropyl)amino)butyl)amino)-1-hydroxy-2-oxoethyl)-3-(phosphonooxy)-, monosodium salt, trihydrochloride|
CAS:84936-80-1:type:CHEMICAL	5-Pyrimidinecarboxamide, 2-amino-N-(8-(o-fluorobenzyl)-3-beta-nortropanyl)-4-methoxy-, monomaleate|5-Pyrimidinecarboxamide, 2-amino-N-(8-(o-fluorobenzyl)-3-beta-nortropanyl)-4-methoxy-, monomaleate|C20-H24-F-N5-O2.C4-H4-O4|2-Amino-N-(8-(o-fluorobenzyl)-3-beta-nortropanyl)-4-methoxy-5-pyrimidinecarboxamide|
CAS:84936-78-7:type:CHEMICAL	5-Pyrimidinecarboxamide, N-(8-benzyl-3-beta-nortropanyl)-2-(dimethylamino)-4-methoxy-, monomaleate|5-Pyrimidinecarboxamide, N-(8-benzyl-3-beta-nortropanyl)-2-(dimethylamino)-4-methoxy-, monomaleate|C22-H29-N5-O2.C4-H4-O4|N-(8-Benzyl-3-beta-nortropanyl)-2-(dimethylamino)-4-methoxy-5-pyrimidinecarboxamide maleate|
CAS:84931-86-2:type:CHEMICAL	Lantibiotic pep5|Lantibiotic pep5|C153-H256-N48-O39-S3|Pep 5|Pep 5 staphylococcin|
CAS:84930-24-5:type:CHEMICAL	Urea, N-(2-chloroethyl)-N'-(2,6-dioxo-1-piperidinyl)-N-nitroso-|Urea, N-(2-chloroethyl)-N'-(2,6-dioxo-1-piperidinyl)-N-nitroso-|N-(2-chloroethyl)-N'-(2,6-dioxo-1-piperidinyl)-N-nitroso-Urea|
CAS:84930-23-4:type:CHEMICAL	Eucebral-N|Eucebral-N|Benzeneacetic acid, alpha-hydroxy-, 3,3,5-trimethylcyclohexyl ester, mixt. with 3,7-dihydro-7-(2-hydroxyethyl)-1,3-dimethyl-1H-purine-2,6-dione|
CAS:84930-22-3:type:CHEMICAL	Compound NG|Compound NG|2-Butenoic acid, 4,4'-(2-ethyl-1,4-piperazinediyl)bis(4-oxo-, diethyl ester, (Z,Z)-|4,4'-(2-Ethyl-1,4-piperazinediyl)bis(4-oxo)-2-butenoic acid diethyl ester|
CAS:84930-21-2:type:CHEMICAL	N-Pivaloylprolylproline|N-Pivaloylprolylproline|L-Proline, 1-(1-(2,2-dimethyl-1-oxopropyl)-L-prolyl)-|N-Pivaloyl-pro-pro|1-(1-(2,2-dimethyl-1-oxopropyl)-L-prolyl)-L-Proline|
CAS:84930-20-1:type:CHEMICAL	N-(4-Hydroxyphenyl)-1-isopropyladenosine|N-(4-Hydroxyphenyl)-1-isopropyladenosine|Adenosine, N,6-didehydro-1,6-dihydro-N-(4-hydroxyphenyl)-1-(1-methylethyl)-|4-Hpia|p-Hydroxyphenylisopropyladenosine|N-(para-Hydroxyphenyl)-1-isopropyladenosine|N,6-didehydro-1,6-dihydro-N-(4-hydroxyphenyl)-1-(1-methylethyl)-Adenosine|
CAS:84930-16-5:type:CHEMICAL	Potassium propyl 4-oxidobenzoate|Potassium propyl 4-oxidobenzoate|C10-H12-O3.K|EINECS 284-597-5|
CAS:84930-15-4:type:CHEMICAL	Sodium isobutyl 4-oxidobenzoate|Sodium isobutyl 4-oxidobenzoate|C11-H14-O3.Na|EINECS 284-595-4|
CAS:84930-13-2:type:CHEMICAL	(3-Phenylpropoxy)acetaldehyde|(3-Phenylpropoxy)acetaldehyde|C11-H14-O2|EINECS 284-593-3|
CAS:84930-12-1:type:CHEMICAL	((3,3,5-Trimethylcyclohexyl)oxy)acetaldehyde|((3,3,5-Trimethylcyclohexyl)oxy)acetaldehyde|C11-H20-O2|EINECS 284-592-8|
CAS:84930-11-0:type:CHEMICAL	((4-(1,1-Dimethylethyl)cyclohexyl)oxy)acetaldehyde|((4-(1,1-Dimethylethyl)cyclohexyl)oxy)acetaldehyde|C12-H22-O2|EINECS 284-591-2|
CAS:84930-09-6:type:CHEMICAL	Ethyl 3-(2-(1-oxopropoxy)phenyl)acrylate|Ethyl 3-(2-(1-oxopropoxy)phenyl)acrylate|C14-H16-O4|EINECS 284-589-1|
CAS:84930-08-5:type:CHEMICAL	Methyl 2-((3-phenylpropylidene)amino)benzoate|Methyl 2-((3-phenylpropylidene)amino)benzoate|C17-H17-N-O2|EINECS 284-588-6|
CAS:84928-92-7:type:CHEMICAL	Poly(3-methylthiophene)|Poly(3-methylthiophene)|Thiophene, 3-methyl-, homopolymer|P3MT|
CAS:84927-25-3:type:CHEMICAL	Trimethyltetradecylammonium hydroxide|Trimethyltetradecylammonium hydroxide|C17-H38-N.H-O|EINECS 284-502-7|
CAS:84926-55-6:type:CHEMICAL	Plutonium phytate|Plutonium phytate|myo-Inositol, hexakis(dihydrogen phosphate), plutonium-239Pu salt|
CAS:84926-27-2:type:CHEMICAL	5,12-Naphthacenedione, 10-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-1,6,8,11-tetrahydroxy-8-(1-((4-methyl-1-piperazinyl)imino)ethyl)-, (8S-cis)-|5,12-Naphthacenedione, 10-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-1,6,8,11-tetrahydroxy-8-(1-((4-methyl-1-piperazinyl)imino)ethyl)-, (8S-cis)-|C31-H38-N4-O9|
CAS:84924-84-5:type:CHEMICAL	Hydroxydimethylbenzenesulphonic acid|Hydroxydimethylbenzenesulphonic acid|C8-H10-O4-S|EINECS 284-498-7|
CAS:84924-83-4:type:CHEMICAL	Disodium 2-(2,3-dihydro-1,3-dioxosulphonato-1H-inden-2-yl)quinolinesulphonate|Disodium 2-(2,3-dihydro-1,3-dioxosulphonato-1H-inden-2-yl)quinolinesulphonate|C18-H11-N-O8-S2.2Na|EINECS 284-497-1|
CAS:84923-35-3:type:CHEMICAL	5-Pyrimidinecarboxamide, 2-amino-N-(8-(o-chlorobenzyl)-3-beta-nortropanyl)-4-methoxy-|5-Pyrimidinecarboxamide, 2-amino-N-(8-(o-chlorobenzyl)-3-beta-nortropanyl)-4-methoxy-|C20-H24-Cl-N5-O2|2-Amino-N-(8-(o-chlorobenzyl)-3-beta-nortropanyl)-4-methoxy-5-pyrimidinecarboxamide|BRN 5646299|
CAS:84923-30-8:type:CHEMICAL	5-Pyrimidinecarboxamide, 2-amino-4-methoxy-N-(8-(o-methoxybenzyl)-3-beta-nortropanyl)-|5-Pyrimidinecarboxamide, 2-amino-4-methoxy-N-(8-(o-methoxybenzyl)-3-beta-nortropanyl)-|C21-H27-N5-O3|2-Amino-4-methoxy-N-(8-(o-methoxybenzyl)-3-beta-nortropanyl)-5-pyrimidinecarboxamide|BRN 5653439|
CAS:84923-29-5:type:CHEMICAL	5-Pyrimidinecarboxamide, 2-amino-4-methoxy-N-(8-(m-methoxybenzyl)-3-beta-nortropanyl)-|5-Pyrimidinecarboxamide, 2-amino-4-methoxy-N-(8-(m-methoxybenzyl)-3-beta-nortropanyl)-|C21-H27-N5-O3|2-Amino-4-methoxy-N-(8-(m-methoxybenzyl)-3-beta-nortropanyl)-5-pyrimidinecarboxamide|BRN 5653639|
CAS:84923-26-2:type:CHEMICAL	5-Pyrimidinecarboxamide, 2-amino-4-methoxy-N-(8-(m-methylbenzyl)-3-beta-nortropanyl)-|5-Pyrimidinecarboxamide, 2-amino-4-methoxy-N-(8-(m-methylbenzyl)-3-beta-nortropanyl)-|C21-H27-N5-O2|2-Amino-4-methoxy-N-(8-(m-methylbenzyl)-3-beta-nortropanyl)-5-pyrimidinecarboxamide|BRN 5641319|
CAS:84923-25-1:type:CHEMICAL	5-Pyrimidinecarboxamide, 2-amino-N-(8-(m-chlorobenzyl)-3-beta-nortropanyl)-4-methoxy-|5-Pyrimidinecarboxamide, 2-amino-N-(8-(m-chlorobenzyl)-3-beta-nortropanyl)-4-methoxy-|C20-H24-Cl-N5-O2|2-Amino-N-(8-(m-chlorobenzyl)-3-beta-nortropanyl)-4-methoxy-5-pyrimidinecarboxamide|BRN 5646429|
