CN101921238A	A	762	763	N	FORMULA
CN101921238A	A	767	769	CH	FORMULA
CN101921238A	A	804	805	N	FORMULA
CN101921238A	A	809	810	O	FORMULA
CN101953792A	A	650	652	N2	FORMULA
CN101967127A	A	435	436	F	FORMULA
CN101967127A	A	438	440	Cl	FORMULA
CN101967127A	A	442	444	Br	FORMULA
CN101967127A	A	446	447	I	FORMULA
CN101967127A	A	449	450	H	FORMULA
CN101967127A	A	452	455	CH3	FORMULA
CN101967127A	A	457	463	SO2CH3	FORMULA
CN101967127A	A	467	471	OCH3	FORMULA
CN101967127A	A	479	480	H	FORMULA
CN102106850A	A	227	229	NO	FORMULA
CN102204900A	A	280	291	NH2(CO)2ONa	FORMULA
CN102204915B	A	1059	1062	CO2	FORMULA
CN102304103A	A	268	269	O	FORMULA
CN102304103A	A	271	276	CH3-N	FORMULA
CN102304103A	A	280	286	CH3-CH	FORMULA
CN102304103A	A	354	355	H	FORMULA
CN102304103A	A	385	401	HOCH2CH2OCH2CH2-	FORMULA
CN102304103A	A	403	415	HOCH2CH2CH2-	FORMULA
CN102304103A	A	417	432	HOCH2CH(OH)CH2-	FORMULA
CN102304103A	A	434	443	HOCH2CH2-	FORMULA
CN102304103A	A	445	458	HOCH2C(CH3)2-	FORMULA
CN102304103A	A	460	473	(HOCH2)2CCH3-	FORMULA
CN102304103A	A	477	493	HOCH2CH(CH3CH2)-	FORMULA
CN102342936A	A	464	483	C24H29C1N2O9.1.5H2O	FORMULA
CN102362880A	A	252	255	CO2	FORMULA
CN102362880A	A	503	506	CO2	FORMULA
CN102382144A	A	132	134	Cl	FORMULA
CN102382144A	A	175	188	CH3CH(NH2)CH3	FORMULA
CN102382144A	A	207	210	NH3	FORMULA
CN102415988B	A	407	413	NaHSO3	FORMULA
CN102415988B	A	483	491	EDTA-2Na	FORMULA
CN102512380A	A	385	403	C17H18N3NaO3S.2H2O	FORMULA
CN102516213A	A	154	162	C15H18O4	FORMULA
CN102532037A	A	390	391	H	FORMULA
CN102532163A	A	149	151	NH	FORMULA
CN102579334A	A	447	449	Ph	FORMULA
CN102617613A	A	249	267	Cu(Assb)(Hq) .4H2O	FORMULA
CN102617613A	A	277	279	Cu	FORMULA
CN102675099A	A	1042	1043	H	FORMULA
CN102675099A	A	310	311	H	FORMULA
CN102675099A	A	327	328	H	FORMULA
CN102675099A	A	344	345	H	FORMULA
CN102675099A	A	381	382	H	FORMULA
CN102675099A	A	636	637	O	FORMULA
CN102675099A	A	660	661	F	FORMULA
CN102675099A	A	663	666	CF3	FORMULA
CN102675099A	A	771	772	H	FORMULA
CN102675099A	A	892	893	O	FORMULA
CN102688225A	A	243	279	C60(HNCH2CH2CH2CH2CH(NH2)COONa)6(H)6	FORMULA
CN102766109A	A	214	215	O	FORMULA
CN102766109A	A	220	221	S	FORMULA
CN102766109A	A	711	718	-OCH2O-	FORMULA
CN102766109A	A	722	732	-CH=CH-NH-	FORMULA
CN102772393A	A	561	563	NO	FORMULA
CN102775289A	A	819	827	C24H20O9	FORMULA
CN102786576A	A	194	196	NO	FORMULA
CN102786576A	A	646	648	NO	FORMULA
CN102796080A	A	506	507	F	FORMULA
CN102796080A	A	509	511	Cl	FORMULA
CN102796080A	A	513	515	Br	FORMULA
CN102796080A	A	520	521	I	FORMULA
CN102796080A	A	550	554	-NH2	FORMULA
